id,link,guest_id
583d9561-dbc2-4003-9223-dc584d003dc1,https://uk.linkedin.com/in/adamcowley,6fd870b1-a174-4d59-9c82-c5f99aa3b2bf
58943112-af23-4978-bb20-0f4ceff3f7d7,https://youtube.com/@learnwithjason,a74bf07a-6368-4c17-aa4a-9f60bd915a41
5a8cc9f2-0b74-44fd-ac5c-e3276778c2da,https://front-end.social/@mia,2b1e1464-c80a-4485-bf6b-fac507cc8f1d
5b5cf807-784b-4d29-9742-b524cf752e66,https://hachyderm.io/@sarah_edo,6b6958a3-c137-4018-9763-748928cef6e3
61c78ad9-f11a-4e4a-ae10-9ba6a4a97a59,https://fosstodon.org/@justinfagnani,2e4a2d14-41fb-43d7-a32e-2caae253c6a2
6b7dd7f7-be7e-4d27-9c3a-b68cd7e94141,https://mastodon.nz/@timClicks,995f373e-b121-4a35-b979-456b7dcd3d02
6b94e67a-2a99-4eb7-b318-25039d24bb91,https://codepen.io/chriscoyier,73c15d42-e19f-4064-99c3-9726a906e9fb
6bb9fbb2-78cf-4a88-8b07-0c21c2914921,https://mastodon.social/@Kilian,ff2c430d-7884-4e43-901a-65b05dfbf6b0
6fc33a56-0234-4259-883a-c989cb651c4c,https://www.twitch.tv/whitep4nth3r,d0ed1922-2127-4b09-9238-658fd45270b9
72da7125-fa58-4339-b5a8-5dcdbb0dedec,https://www.youtube.com/c/timClicks,995f373e-b121-4a35-b979-456b7dcd3d02
7408cac4-202d-4f41-811a-561bebbb15bd,https://hachyderm.io/@bentlegen,b58c4e02-25a9-4180-85a6-454fe74a1c0e
7998653d-0ce4-406a-94bf-7f0d85590216,https://toot.cafe/@hipsterbrown,9203b224-45a5-4450-ae4b-cfba7fc7877e
7ab1948b-0ec8-4e15-af88-d4ae44bb8e01,https://www.linkedin.com/in/joshwardle/,b2f163e4-39ce-4844-9f00-5a5c5adb5a14
7dc11dfa-9b9c-4dcd-8b91-732123818fdc,https://www.instagram.com/fabiankaegy/,e59e1a8d-9772-4a50-bf4f-6899d8ab37c8
87061796-212f-40ed-98d9-a000e94a4401,https://hachyderm.io/@jlengstorf,a74bf07a-6368-4c17-aa4a-9f60bd915a41
88220f39-714f-4f45-9d88-d888e85265a1,https://www.linkedin.com/in/ssewell,19a3f83b-de3d-4bd3-8329-6f9c8aacc31a
8e189a31-1e40-478d-a1a7-7ae95a7694d6,https://www.linkedin.com/in/adamargyle,6a182a69-4623-42f7-afc9-d2f8e958ba87
933a88a2-9c84-4799-bb1e-8ebda2a63f5c,https://www.twitch.tv/teej_dv,30cea231-c01f-4648-ba50-74a423e0d96a
95f9dfc8-570b-4fd6-bc9e-71090beccf0c,https://codepen.io/miriamsuzanne/,2b1e1464-c80a-4485-bf6b-fac507cc8f1d
99bde4d9-4553-40b5-b502-222659b5c6bf,https://medium.com/@katherine.mello8,fe1763f2-2c8b-463f-83a5-28a7c105d739
a08ca25e-ecaa-4ca2-9f77-e90934c0859f,https://www.linkedin.com/in/katherinemello,fe1763f2-2c8b-463f-83a5-28a7c105d739
a246b520-e647-48b0-97b4-6dfcd992c428,https://www.linkedin.com/in/bradt,3250bc02-a42d-45c2-b611-c46708c52b7a
a2c14dd3-1fe2-49c9-b3ef-8f3951e2ba93,https://www.linkedin.com/in/anth-rogan-59955429/,e5baa84e-7550-45c3-9e10-72a1b2bf3c37
a4662e03-405f-438c-9aa8-c09c3099946a,https://www.instagram.com/jaredpalmer/,1caeb787-4955-4574-80a6-96e6c0961903
a49147b8-d210-4c2f-8d76-a4fcfbeb939d,https://front-end.social/@argyleink,6a182a69-4623-42f7-afc9-d2f8e958ba87
ab55507e-6c11-409c-b29d-8726040f492c,https://www.linkedin.com/in/heatherpayneintoronto,71f15836-4f2e-496a-b37a-aaa1bb074007
adb1a791-d03c-412d-a49f-c27f353e790d,https://front-end.social/@chriscoyier,73c15d42-e19f-4064-99c3-9726a906e9fb
b14cad76-f932-4ccd-9a70-ec2cc737e174,https://bsky.app/profile/nerdy.dev,6a182a69-4623-42f7-afc9-d2f8e958ba87
b2767135-e7d2-42f5-8c1b-59ec528b7a9b,https://www.threads.net/@zeeg,68918036-daec-413e-8111-1580ab99e5f1
b2ae0ab6-f6e5-40b9-a080-8b5d5a8e0e17,https://www.linkedin.com/in/jonny-burger-4115109b/,663038fa-4ce4-49a4-9dec-9366c7d24777
b376637d-39ac-46c0-859b-c919998a04f2,https://www.youtube.com/c/ConnorFinlayson,2498daa6-828d-4177-8d1f-3f6f219169f3
b522c432-14b6-4e3e-a752-2d049528a569,https://linkedin.com/in/pnarvas,76b31178-64fb-4580-bcd0-4a29d14aa200
b67720c6-9869-4c00-8398-79edf2257872,https://www.linkedin.com/in/ianramzy,811ef008-261a-4998-8155-e94b71545504
b6839dce-25fc-407b-b440-6798b13f7b84,https://www.linkedin.com/in/tsulkowski/,1225d40d-ba6d-4e98-9ad2-8abaaeae2a73
b7a47f27-1316-4fe6-8cff-cebfabf849e1,https://www.linkedin.com/company/termageddon/,636ec37b-1389-4870-8747-e03a5be01b7f
b85ecfd3-20d8-4997-ab97-7818ebb4b7d3,https://www.instagram.com/syedbalkhi/,bb0bf9c1-df2c-40c2-b4f6-f2cbc0ad37be
b9301c80-5c80-4ada-bc32-23806dbcdc63,https://www.linkedin.com/in/hurshagrawal/,f0c7d7fd-9e3e-421e-b72c-3758e123c532
b95074f0-e467-495a-9747-e8a17ad7be70,https://www.linkedin.com/in/drew-conley-a7865a29/,be433cf8-8380-4bb5-b205-149b7754c62c
bc40863f-bc1a-4cae-a34f-46659c744816,https://front-end.social/@bramus,f0a8feb0-1099-4558-9082-1e4370d4f5ba
bc8677c8-adc5-4801-a40b-d1557ac1e037,https://www.youtube.com/channel/UCML02pamUSxtbwAcrUdVmXg,6a17ec3b-1570-42e4-8ecd-fe3a00fd1b35
c01cf785-7483-4e46-8552-e0a892f0dbbf,https://youtube.com/@learnwithjason https://discord.gg/lwj,a74bf07a-6368-4c17-aa4a-9f60bd915a41
c2819442-c4e2-4a8e-bffb-6bad4dce088a,https://mastodon.social/@brad_frost,71f74245-7d69-483a-b838-0619ea9cbecd
ca753a0e-5156-4ae6-82f0-45b38a1a72cf,https://www.linkedin.com/in/jlengstorf/,a74bf07a-6368-4c17-aa4a-9f60bd915a41
cab0452e-5d7b-4592-8577-0a0ed85c4058,https://www.youtube.com/@aidenbai,d7cdad8d-4407-4d8b-aaac-c54a01987bb5
cc9df415-17cc-47f9-9bd7-63bf670ad3c2,https://www.linkedin.com/in/taylordesseyn/,a73c9c96-9a26-49ab-80c4-cabcc9b4c3ac
ce3ab379-0253-48e3-9da6-3140a721e5c0,https://bsky.app/profile/cra.mr,68918036-daec-413e-8111-1580ab99e5f1
d95618b5-f8ff-4b6a-9b45-75b62147f6be,https://www.instagram.com/colbyfayock/,e4730765-169b-4d69-8a96-85a8a20309e8
da4bd801-675e-4887-94ba-f7dcf2b073df,https://www.youtube.com/c/TjDeVries,30cea231-c01f-4648-ba50-74a423e0d96a
da5e4ccd-c43c-4efb-92de-538acb220a96,https://www.youtube.com/swyxTV,7968c23b-b917-4fd1-afd0-0a9d6e6e4ead
dc85f092-ba7b-44ed-b079-75ccc0a6d951,https://www.instagram.com/termageddon/,636ec37b-1389-4870-8747-e03a5be01b7f
dcef0f53-c69e-4fe8-bf3b-81c307d97e9b,https://www.instagram.com/learning.differently/,8b54e975-a2e9-483f-af27-3e39e0eccf7c
e036f285-a5d4-450d-8f8b-94799f1f9a0a,https://linkedin.com/in/davidkpiano,419d9a6a-234a-4b01-945e-ebd4a19a1124
e1a6d0b9-579d-4bdf-ae3b-58bdc4cb5eff,https://wdrl.info/,dce53b10-0839-41a9-a130-8742701cb79f
e4ac154d-7204-4afe-ab9b-c113a0566f38,https://www.youtube.com/@BrandonRobertsDev,e45055e2-6436-48d7-ae97-815ab7d0fe8e
e5b25a95-79fc-4036-8219-008d39e984c1,https://www.linkedin.com/in/benvinegar/,b58c4e02-25a9-4180-85a6-454fe74a1c0e
e5f21c95-d965-409a-8828-c6099a544a57,https://www.youtube.com/channel/UCNqJ-P5d9RUCUsQ-grhlUHw,a73c9c96-9a26-49ab-80c4-cabcc9b4c3ac
e700f9fd-c4a0-42ac-8e60-d06b65ff2093,https://www.youtube.com/@marktechson/,abd451b9-cb29-4405-9545-7b8f80edddbb
e8023ab0-549a-457f-a662-1f779856d884,https://www.twitch.tv/colbyfayock,e4730765-169b-4d69-8a96-85a8a20309e8
e8508bc9-21a2-4817-89f2-7165c742e7bb,https://www.linkedin.com/in/courtney-tolinski-5616b819,8b54e975-a2e9-483f-af27-3e39e0eccf7c
f022176d-467d-4ded-acf7-829d1511726b,https://www.youtube.com/c/bdougie,9d81aee0-7ae1-4b96-92b0-b52dc5e9cc24
f4995e04-bf6f-4e2a-b3df-622b016ea199,https://www.linkedin.com/in/jaredlpalmer/,1caeb787-4955-4574-80a6-96e6c0961903
f6272aed-884f-469e-8ac5-0aea2ed9f9a0,https://speakerdeck.com/eduardoboucas,219b22d1-460f-40ce-b33a-eb3138fc672c
f9720f37-f398-42c3-9613-3703d7e8e87a,https://www.linkedin.com/in/bradfrost/,71f74245-7d69-483a-b838-0619ea9cbecd
f9df90e3-8ad5-4c31-b0a9-3e96190dc643,https://www.twitch.tv/ThePrimeagen,4533bbe8-ae0a-4257-995c-9ad14f43ccc5
fc82a0dc-af06-453b-950f-233a150e5d69,https://www.linkedin.com/in/etienne-lemay-6b8b0638/,c48aa268-dcd4-48b1-8bef-8c8b3b4f5969
